listing_id,title,description,property_type,area,lat,lon,bedrooms,size_sqft,furnished,building_age_years,floor,price_aed_month,agent_name,listed_date,status,is_suspicious_truth,dup_group_truth
1371,Exclusive 1BR Apartment in Arabian Ranches | High Floor,Covered parking included. Near international schools. Balcony with community view.,1BR Apartment,Arabian Ranches,25.06347,55.28188,2,760,1,16,26,4750,Ravi Shankar,2026-03-09,active,0,1371
2168,Exclusive 2BR Apartment in Palm Jumeirah | High Floor,Balcony with community view. Built-in wardrobes throughout.,2BR Apartment,Palm Jumeirah,25.0912,55.15588,2,1135,0,9,5,13750,Elena Popescu,2026-08-22,active,0,2168
124,Best Deal! 2BR Apartment in Dubai Marina,Near international schools. Balcony with community view.,2BR Apartment,Dubai Marina,25.09579,55.16104,3,1279,0,16,21,11250,Yusuf Karimi,2026-05-18,active,0,124
542,Stunning 1BR Apartment | Dubai Marina | Vacant Soon,Built-in wardrobes throughout. Balcony with community view.,1BR Apartment,Dubai Marina,25.06459,55.13455,2,725,1,12,29,7250,Fatima Al-Suwaidi,2026-07-06,active,0,542
485,3BR Apartment with Full Amenities - Dubai Marina,Available for immediate move-in. Pet friendly building. Recently renovated kitchen and bathrooms.,3BR Apartment,Dubai Marina,25.07216,55.15104,3,1837,0,9,39,16500,Yusuf Karimi,2026-03-20,active,0,485
2205,Al Furjan Townhouse - Negotiable Price,Shared pool and gym access. Near international schools. Available for immediate move-in. Covered parking included.,Townhouse,Al Furjan,25.01943,55.17036,4,1817,1,21,0,8000,Daniel Reyes,2026-06-25,active,0,1715
1346,Best Deal! 2BR Apartment in Mirdif,"Built-in wardrobes throughout. Landlord maintained, no agency fees.",2BR Apartment,Mirdif,25.22633,55.39676,3,1261,0,1,16,6500,Anjali Menon,2026-06-07,active,0,1346
1285,Chiller Free Studio in Jumeirah Lake Towers,Shared pool and gym access. Recently renovated kitchen and bathrooms. Near international schools.,Studio,Jumeirah Lake Towers,25.07223,55.14842,0,464,0,22,42,3000,Ravi Shankar,2026-01-08,active,0,1285
1932,Chiller Free Studio in Dubai Marina,"Pet friendly building. Landlord maintained, no agency fees. Close to metro station and community mall.",Studio,Dubai Marina,25.05973,55.14885,0,430,0,15,26,4000,Noor Abdullah,2026-06-21,active,0,1932
2453,Must See! Studio Available in Dubai Marina,Near international schools. Balcony with community view. Shared pool and gym access. Recently renovated kitchen and bathrooms.,Studio,Dubai Marina,25.07417,55.12119,0,511,1,14,28,4500,Elena Popescu,2026-06-02,active,0,1700
326,3BR Apartment for Rent in Dubai Sports City - Prime Location,"Landlord maintained, no agency fees. Recently renovated kitchen and bathrooms. Covered parking included. Pet friendly building.",3BR Apartment,Dubai Sports City,25.05183,55.22599,3,1777,1,15,6,6750,Sofia Marchetti,2026-04-30,active,0,326
1917,Best Deal! 3BR Apartment in Business Bay,Near international schools. Close to metro station and community mall.,3BR Apartment,Business Bay,25.19358,55.26206,4,1419,0,11,40,11500,Elena Popescu,2026-03-23,active,0,1917
894,2BR Apartment for Rent in Jumeirah Lake Towers - Prime Location,Balcony with community view. Close to metro station and community mall. Covered parking included. Built-in wardrobes throughout.,2BR Apartment,Jumeirah Lake Towers,25.07931,55.16488,2,1083,0,0,13,8250,Ravi Shankar,2026-08-12,active,0,894
2335,Studio in Dubai Marina | Well Maintained,Close to metro station and community mall. Covered parking included. Recently renovated kitchen and bathrooms. Available for immediate move-in.,Studio,Dubai Marina,25.08612,55.14877,0,506,0,2,8,4000,Hassan Ali,2026-03-12,active,0,1765
1569,Townhouse for Rent in Dubai Sports City - Prime Location,"Landlord maintained, no agency fees. Balcony with community view. Built-in wardrobes throughout.",Townhouse,Dubai Sports City,25.0306,55.19782,4,1866,0,11,0,7750,Fatima Al-Suwaidi,2026-03-12,active,0,1569
1112,Stunning Villa | Dubai Marina | Vacant Soon,Built-in wardrobes throughout. Recently renovated kitchen and bathrooms. Pet friendly building. Close to metro station and community mall.,Villa,Dubai Marina,25.06413,55.12241,5,3723,0,11,0,26750,Daniel Reyes,2026-06-27,active,0,1112
544,Best Deal! Villa in Dubai Sports City,Built-in wardrobes throughout. Available for immediate move-in.,Villa,Dubai Sports City,25.044,55.19948,4,4527,0,22,0,19750,Layla Haddad,2026-04-03,active,0,544
527,2BR Apartment with Full Amenities - Arabian Ranches,Near international schools. Recently renovated kitchen and bathrooms. Shared pool and gym access.,2BR Apartment,Arabian Ranches,25.03544,55.29282,3,1129,0,7,21,8500,Michael Costa,2026-03-24,active,0,527
827,2BR Apartment with Full Amenities - Discovery Gardens,"Covered parking included. Landlord maintained, no agency fees. Built-in wardrobes throughout. Recently renovated kitchen and bathrooms.",2BR Apartment,Discovery Gardens,25.05916,55.15988,3,1047,0,11,35,5250,Chen Wei,2026-01-31,active,0,827
1480,Studio for Rent in Arabian Ranches - Prime Location,Covered parking included. Balcony with community view. Recently renovated kitchen and bathrooms.,Studio,Arabian Ranches,25.06829,55.25246,0,484,1,18,8,3750,Grace Okafor,2026-03-28,active,0,1480
2516,"Hot Deal - 3BR Apartment in Discovery Gardens, Call Now",Balcony with community view. Built-in wardrobes throughout. Covered parking included. Pet friendly building.,3BR Apartment,Discovery Gardens,25.05357,55.15368,3,1868,0,8,37,9000,Layla Haddad,2026-04-21,active,0,1630
1556,Exclusive 3BR Apartment in Jumeirah Lake Towers | High Floor,Covered parking included. Close to metro station and community mall. Built-in wardrobes throughout.,3BR Apartment,Jumeirah Lake Towers,25.08074,55.1237,4,1976,0,11,15,13500,Chen Wei,2026-01-24,active,0,1556
1980,"Upgraded 2BR Apartment in Arabian Ranches, Motivated Seller",Pet friendly building. Close to metro station and community mall. Balcony with community view.,2BR Apartment,Arabian Ranches,25.07506,55.28234,2,1373,1,6,16,9500,Michael Costa,2026-04-16,active,0,1980
1866,Studio with Full Amenities - Jumeirah Village Circle,"Landlord maintained, no agency fees. Recently renovated kitchen and bathrooms. Built-in wardrobes throughout. Covered parking included.",Studio,Jumeirah Village Circle,25.04371,55.21737,0,514,0,3,25,3000,Layla Haddad,2026-06-05,active,0,1866
1990,3BR Apartment with Full Amenities - Dubai Marina,Shared pool and gym access. Pet friendly building.,3BR Apartment,Dubai Marina,25.0882,55.16261,4,1504,1,12,42,14500,Fatima Al-Suwaidi,2026-06-22,active,0,1990
1635,"Upgraded Townhouse in Dubai Silicon Oasis, Motivated Seller",Covered parking included. Near international schools. Available for immediate move-in. Shared pool and gym access.,Townhouse,Dubai Silicon Oasis,25.14711,55.38812,4,1877,0,7,0,8500,Layla Haddad,2026-08-20,active,0,1635
968,Chiller Free 1BR Apartment in Jumeirah Village Circle,Pet friendly building. Balcony with community view. Close to metro station and community mall.,1BR Apartment,Jumeirah Village Circle,25.03826,55.22287,1,905,1,3,10,4750,Noor Abdullah,2026-08-10,active,0,968
406,3BR Apartment for Rent in Jumeirah Village Circle - Prime Location,Near international schools. Balcony with community view.,3BR Apartment,Jumeirah Village Circle,25.07425,55.2218,4,1441,0,22,36,7250,Daniel Reyes,2026-02-01,active,0,406
1167,Best Deal! 1BR Apartment in Dubai Sports City,Available for immediate move-in. Pet friendly building. Balcony with community view.,1BR Apartment,Dubai Sports City,25.06259,55.19896,2,738,0,8,40,3500,Omar Farouk,2026-03-31,active,0,1167
216,Best Deal! Townhouse in Dubai Sports City,Built-in wardrobes throughout. Available for immediate move-in. Pet friendly building.,Townhouse,Dubai Sports City,25.05613,55.21096,4,2452,1,16,0,10750,Layla Haddad,2026-07-31,active,0,216
448,Exclusive 3BR Apartment in Arabian Ranches | High Floor,Pet friendly building. Built-in wardrobes throughout. Close to metro station and community mall. Covered parking included.,3BR Apartment,Arabian Ranches,25.03593,55.24949,3,1816,1,21,34,11500,Elena Popescu,2026-03-13,active,0,448
1517,"Upgraded 2BR Apartment in Jumeirah Lake Towers, Motivated Seller",Balcony with community view. Available for immediate move-in. Pet friendly building.,2BR Apartment,Jumeirah Lake Towers,25.05491,55.13114,3,1057,1,3,31,8250,Layla Haddad,2026-01-02,active,0,1517
2343,Downtown Dubai Townhouse - Negotiable Price,Balcony with community view. Near international schools. Recently renovated kitchen and bathrooms.,Townhouse,Downtown Dubai,25.19666,55.27159,4,2506,0,20,0,25000,Grace Okafor,2026-02-27,active,0,1500
1811,2BR Apartment with Full Amenities - Business Bay,Shared pool and gym access. Pet friendly building. Recently renovated kitchen and bathrooms.,2BR Apartment,Business Bay,25.20574,55.27954,3,955,0,13,42,7500,Michael Costa,2026-04-28,active,0,1811
812,Stunning 3BR Apartment | Downtown Dubai | Vacant Soon,"Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees. Near international schools. Covered parking included.",3BR Apartment,Downtown Dubai,25.21975,55.2705,4,1710,0,17,41,14750,Michael Costa,2026-01-31,active,0,812
1830,Chiller Free 1BR Apartment in Business Bay,"Built-in wardrobes throughout. Available for immediate move-in. Landlord maintained, no agency fees.",1BR Apartment,Business Bay,25.18147,55.27392,2,671,0,8,3,5250,Omar Farouk,2026-06-23,active,0,1830
1428,"Upgraded Studio in Al Furjan, Motivated Seller","Near international schools. Landlord maintained, no agency fees. Shared pool and gym access. Available for immediate move-in.",Studio,Al Furjan,25.00505,55.15181,0,510,1,22,35,2500,Hassan Ali,2026-01-03,active,0,1428
2170,Stunning Townhouse | Jumeirah Lake Towers | Vacant Soon,Near international schools. Recently renovated kitchen and bathrooms. Close to metro station and community mall.,Townhouse,Jumeirah Lake Towers,25.06512,55.14872,4,2475,1,16,0,20000,Hassan Ali,2026-08-17,active,0,2170
860,Stunning 3BR Apartment | Business Bay | Vacant Soon,Balcony with community view. Near international schools.,3BR Apartment,Business Bay,25.18299,55.26244,4,1874,0,12,21,14000,Daniel Reyes,2026-06-18,active,0,860
1563,Best Deal! 2BR Apartment in Discovery Gardens,"Landlord maintained, no agency fees. Balcony with community view. Pet friendly building.",2BR Apartment,Discovery Gardens,25.03388,55.14706,3,1244,0,20,10,5000,Grace Okafor,2026-05-19,active,0,1563
236,3BR Apartment for Rent in Jumeirah Lake Towers - Prime Location,Recently renovated kitchen and bathrooms. Close to metro station and community mall. Available for immediate move-in. Shared pool and gym access.,3BR Apartment,Jumeirah Lake Towers,25.07339,55.13766,3,1964,1,20,39,12000,Elena Popescu,2026-07-07,active,0,236
1023,Exclusive Studio in Dubai Silicon Oasis | High Floor,Near international schools. Recently renovated kitchen and bathrooms. Available for immediate move-in.,Studio,Dubai Silicon Oasis,25.1336,55.40189,0,464,1,22,3,1750,Elena Popescu,2026-01-04,active,0,1023
538,"Upgraded Studio in Dubai Marina, Motivated Seller",Balcony with community view. Covered parking included. Close to metro station and community mall.,Studio,Dubai Marina,25.08268,55.12867,0,518,0,10,6,4000,Fatima Al-Suwaidi,2026-02-11,active,0,538
1988,Chiller Free Townhouse in Jumeirah Village Circle,Covered parking included. Balcony with community view. Built-in wardrobes throughout.,Townhouse,Jumeirah Village Circle,25.07691,55.2246,4,1927,1,11,0,10500,Michael Costa,2026-03-11,active,0,1988
1587,Villa with Full Amenities - Palm Jumeirah,Recently renovated kitchen and bathrooms. Near international schools. Shared pool and gym access.,Villa,Palm Jumeirah,25.12094,55.12229,4,5011,1,18,0,58000,Omar Farouk,2026-07-19,active,0,1587
1643,Villa with Full Amenities - Jumeirah Village Circle,Close to metro station and community mall. Shared pool and gym access. Available for immediate move-in. Near international schools.,Villa,Jumeirah Village Circle,25.05826,55.20519,5,3845,1,9,0,20500,Yusuf Karimi,2026-04-10,active,0,1643
2357,Dubai Silicon Oasis Studio - Negotiable Price,Shared pool and gym access. Near international schools.,Studio,Dubai Silicon Oasis,25.13594,55.36416,0,528,0,5,2,2500,Anjali Menon,2026-01-23,active,0,275
2526,"Hot Deal - Studio in Al Furjan, Call Now",Available for immediate move-in. Shared pool and gym access. Balcony with community view. Near international schools.,Studio,Al Furjan,25.01591,55.14526,0,489,1,21,17,2500,Layla Haddad,2026-08-06,active,0,521
1948,Townhouse for Rent in Al Furjan - Prime Location,"Covered parking included. Near international schools. Landlord maintained, no agency fees.",Townhouse,Al Furjan,25.01221,55.14285,3,2526,0,4,0,13000,Hassan Ali,2026-08-03,active,0,1948
168,Best Deal! 3BR Apartment in Palm Jumeirah,Available for immediate move-in. Covered parking included. Balcony with community view. Close to metro station and community mall.,3BR Apartment,Palm Jumeirah,25.13402,55.1152,4,1408,1,9,37,22750,Grace Okafor,2026-07-17,active,0,168
126,Best Deal! Townhouse in Downtown Dubai,Recently renovated kitchen and bathrooms. Pet friendly building.,Townhouse,Downtown Dubai,25.21792,55.28418,3,2541,0,6,0,26750,Layla Haddad,2026-08-21,active,0,126
1801,Best Deal! 2BR Apartment in Downtown Dubai,Shared pool and gym access. Near international schools.,2BR Apartment,Downtown Dubai,25.18947,55.29705,3,1120,0,4,4,11250,Layla Haddad,2026-02-27,active,0,1801
1354,Townhouse for Rent in Mirdif - Prime Location,Recently renovated kitchen and bathrooms. Pet friendly building. Close to metro station and community mall.,Townhouse,Mirdif,25.20863,55.44352,3,2165,0,20,0,7750,Elena Popescu,2026-08-27,active,0,1354
1326,Studio with Full Amenities - Palm Jumeirah,Close to metro station and community mall. Built-in wardrobes throughout. Shared pool and gym access.,Studio,Palm Jumeirah,25.12173,55.14518,0,478,0,6,17,6500,Ravi Shankar,2026-05-28,active,0,1326
1126,Stunning 2BR Apartment | Business Bay | Vacant Soon,"Landlord maintained, no agency fees. Close to metro station and community mall. Available for immediate move-in. Covered parking included.",2BR Apartment,Business Bay,25.18211,55.27298,2,1075,0,7,36,8750,Hassan Ali,2026-04-17,active,0,1126
809,"Upgraded 3BR Apartment in Mirdif, Motivated Seller","Balcony with community view. Landlord maintained, no agency fees. Covered parking included. Shared pool and gym access.",3BR Apartment,Mirdif,25.22646,55.40019,4,1861,0,21,11,9500,Ravi Shankar,2026-02-07,active,0,809
348,"Upgraded Townhouse in Dubai Silicon Oasis, Motivated Seller",Recently renovated kitchen and bathrooms. Built-in wardrobes throughout.,Townhouse,Dubai Silicon Oasis,25.10979,55.36916,4,1918,1,7,0,8500,Elena Popescu,2026-06-23,active,0,348
669,Spacious 1BR Apartment in Dubai Silicon Oasis | Ready to Move,Shared pool and gym access. Pet friendly building.,1BR Apartment,Dubai Silicon Oasis,25.11514,55.38969,1,889,0,11,37,3500,Daniel Reyes,2026-06-11,active,0,669
2395,Must See! Villa Available in Arabian Ranches,"Landlord maintained, no agency fees. Balcony with community view. Close to metro station and community mall. Pet friendly building.",Villa,Arabian Ranches,25.0686,55.27025,6,5134,0,11,0,29000,Layla Haddad,2026-08-11,active,0,2090
883,Stunning Townhouse | Jumeirah Village Circle | Vacant Soon,Covered parking included. Pet friendly building. Balcony with community view.,Townhouse,Jumeirah Village Circle,25.03336,55.19602,4,2265,1,20,0,10000,Fatima Al-Suwaidi,2026-04-10,active,0,883
1206,Best Deal! Studio in Downtown Dubai,Pet friendly building. Recently renovated kitchen and bathrooms. Covered parking included.,Studio,Downtown Dubai,25.17755,55.28389,0,532,0,18,40,5750,Layla Haddad,2026-01-09,active,0,1206
1193,Best Deal! 3BR Apartment in Jumeirah Village Circle,Pet friendly building. Close to metro station and community mall. Available for immediate move-in.,3BR Apartment,Jumeirah Village Circle,25.04723,55.19227,3,1668,0,4,30,8000,Priya Nair,2026-03-21,active,0,1193
91,3BR Apartment for Rent in Al Furjan - Prime Location,"Shared pool and gym access. Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees. Near international schools.",3BR Apartment,Al Furjan,25.04815,55.13272,4,1850,0,12,22,11000,Fatima Al-Suwaidi,2026-05-13,active,0,91
2304,Studio in Dubai Sports City | Well Maintained,Available for immediate move-in. Covered parking included.,Studio,Dubai Sports City,25.029,55.21908,0,468,0,21,24,1500,Grace Okafor,2026-05-08,active,0,35
648,2BR Apartment with Full Amenities - Jumeirah Lake Towers,Recently renovated kitchen and bathrooms. Covered parking included. Shared pool and gym access.,2BR Apartment,Jumeirah Lake Towers,25.07235,55.14157,2,1167,0,0,20,8250,Anjali Menon,2026-05-01,active,0,648
675,Stunning Villa | Jumeirah Village Circle | Vacant Soon,Near international schools. Shared pool and gym access. Pet friendly building.,Villa,Jumeirah Village Circle,25.03424,55.23223,5,3742,1,6,0,17000,Anjali Menon,2026-02-16,active,0,675
232,Exclusive Villa in Discovery Gardens | High Floor,"Available for immediate move-in. Recently renovated kitchen and bathrooms. Near international schools. Landlord maintained, no agency fees.",Villa,Discovery Gardens,25.05221,55.16458,5,4328,0,0,0,21250,Ravi Shankar,2026-01-02,active,0,232
1844,Spacious 2BR Apartment in Dubai Sports City | Ready to Move,Pet friendly building. Available for immediate move-in. Covered parking included. Balcony with community view.,2BR Apartment,Dubai Sports City,25.05503,55.23282,2,1082,0,7,7,5250,Hassan Ali,2026-03-13,active,0,1844
988,1BR Apartment for Rent in Jumeirah Village Circle - Prime Location,Pet friendly building. Close to metro station and community mall.,1BR Apartment,Jumeirah Village Circle,25.06905,55.21118,2,839,0,19,37,4250,Priya Nair,2026-08-19,active,0,988
496,Best Deal! Townhouse in Discovery Gardens,Balcony with community view. Available for immediate move-in. Close to metro station and community mall. Recently renovated kitchen and bathrooms.,Townhouse,Discovery Gardens,25.0397,55.12375,4,1883,1,15,0,10750,Ravi Shankar,2026-03-17,active,0,496
1599,Chiller Free Villa in Mirdif,"Pet friendly building. Landlord maintained, no agency fees. Shared pool and gym access.",Villa,Mirdif,25.23469,55.39657,5,5074,0,6,0,20750,Sofia Marchetti,2026-07-13,active,0,1599
2349,Brand New Listing: Villa in Downtown Dubai,Pet friendly building. Covered parking included. Recently renovated kitchen and bathrooms.,Villa,Downtown Dubai,25.1939,55.27835,6,3336,0,16,0,37500,Omar Farouk,2026-02-23,active,0,823
432,Villa for Rent in Dubai Silicon Oasis - Prime Location,Covered parking included. Pet friendly building. Available for immediate move-in. Close to metro station and community mall.,Villa,Dubai Silicon Oasis,25.13572,55.4045,5,4507,0,4,0,18000,Sofia Marchetti,2026-06-30,active,0,432
1367,Spacious 3BR Apartment in Dubai Marina | Ready to Move,Built-in wardrobes throughout. Balcony with community view. Available for immediate move-in. Pet friendly building.,3BR Apartment,Dubai Marina,25.09255,55.12009,3,1434,1,6,4,12000,Elena Popescu,2026-03-27,active,0,1367
1066,Stunning Villa | Palm Jumeirah | Vacant Soon,Covered parking included. Near international schools. Recently renovated kitchen and bathrooms. Built-in wardrobes throughout.,Villa,Palm Jumeirah,25.11744,55.14813,5,4819,0,19,0,67000,Anjali Menon,2026-08-27,active,0,1066
1823,Townhouse with Full Amenities - Al Furjan,Near international schools. Pet friendly building. Shared pool and gym access.,Townhouse,Al Furjan,25.03513,55.15284,3,2097,0,0,0,12000,Anjali Menon,2026-05-03,active,0,1823
2157,Best Deal! Townhouse in Jumeirah Village Circle,Near international schools. Built-in wardrobes throughout. Shared pool and gym access. Recently renovated kitchen and bathrooms.,Townhouse,Jumeirah Village Circle,25.06691,55.22701,3,2028,1,10,0,11250,Layla Haddad,2026-04-20,active,0,2157
1253,Chiller Free 2BR Apartment in Al Furjan,"Pet friendly building. Landlord maintained, no agency fees.",2BR Apartment,Al Furjan,25.03132,55.14312,3,1020,0,22,7,4500,Michael Costa,2026-07-11,active,0,1253
914,"Upgraded Studio in Al Furjan, Motivated Seller",Pet friendly building. Shared pool and gym access.,Studio,Al Furjan,25.01983,55.17201,0,403,1,1,19,2000,Grace Okafor,2026-01-06,active,0,914
1717,3BR Apartment for Rent in Jumeirah Village Circle - Prime Location,"Landlord maintained, no agency fees. Balcony with community view. Shared pool and gym access. Pet friendly building.",3BR Apartment,Jumeirah Village Circle,25.06494,55.19164,3,1586,0,17,42,7250,Noor Abdullah,2026-07-08,active,0,1717
791,Best Deal! 2BR Apartment in Dubai Sports City,Balcony with community view. Built-in wardrobes throughout. Close to metro station and community mall.,2BR Apartment,Dubai Sports City,25.04399,55.20397,2,991,0,14,39,4750,Grace Okafor,2026-04-10,active,0,791
81,Chiller Free Villa in Discovery Gardens,Covered parking included. Balcony with community view.,Villa,Discovery Gardens,25.02255,55.13419,4,4956,1,21,0,22250,Daniel Reyes,2026-02-24,active,0,81
1185,Spacious Townhouse in Dubai Marina | Ready to Move,Recently renovated kitchen and bathrooms. Balcony with community view.,Townhouse,Dubai Marina,25.06547,55.15164,3,1961,1,18,0,19500,Hassan Ali,2026-07-02,active,0,1185
443,Stunning 2BR Apartment | Mirdif | Vacant Soon,"Close to metro station and community mall. Pet friendly building. Landlord maintained, no agency fees. Available for immediate move-in.",2BR Apartment,Mirdif,25.22544,55.41676,3,1275,1,22,29,5750,Layla Haddad,2026-03-26,active,0,443
1182,Exclusive Townhouse in Discovery Gardens | High Floor,Covered parking included. Pet friendly building.,Townhouse,Discovery Gardens,25.03377,55.12234,3,2348,0,8,0,11250,Noor Abdullah,2026-05-12,active,0,1182
149,"Upgraded 3BR Apartment in Dubai Sports City, Motivated Seller","Landlord maintained, no agency fees. Close to metro station and community mall. Built-in wardrobes throughout.",3BR Apartment,Dubai Sports City,25.06789,55.21703,3,1833,1,20,35,8250,Priya Nair,2026-02-05,active,0,149
2120,Villa for Rent in Dubai Marina - Prime Location,Near international schools. Built-in wardrobes throughout. Pet friendly building.,Villa,Dubai Marina,25.07168,55.12417,5,3816,1,3,0,32000,Grace Okafor,2026-02-02,active,0,2120
1312,Spacious Villa in Dubai Silicon Oasis | Ready to Move,Built-in wardrobes throughout. Shared pool and gym access. Pet friendly building. Recently renovated kitchen and bathrooms.,Villa,Dubai Silicon Oasis,25.10925,55.39982,4,3163,0,7,0,13500,Priya Nair,2026-02-17,active,0,1312
1910,1BR Apartment with Full Amenities - Dubai Silicon Oasis,Available for immediate move-in. Built-in wardrobes throughout. Pet friendly building. Near international schools.,1BR Apartment,Dubai Silicon Oasis,25.11063,55.40371,2,767,0,17,18,2500,Yusuf Karimi,2026-04-16,active,0,1910
2105,Chiller Free 2BR Apartment in Dubai Silicon Oasis,Close to metro station and community mall. Available for immediate move-in.,2BR Apartment,Dubai Silicon Oasis,25.11151,55.36178,2,1297,0,18,40,4500,Layla Haddad,2026-03-10,active,0,2105
473,Chiller Free Studio in Jumeirah Village Circle,Built-in wardrobes throughout. Shared pool and gym access. Covered parking included.,Studio,Jumeirah Village Circle,25.05233,55.18484,0,509,0,10,27,2750,Noor Abdullah,2026-01-19,active,0,473
206,Spacious 1BR Apartment in Dubai Marina | Ready to Move,Near international schools. Available for immediate move-in. Close to metro station and community mall.,1BR Apartment,Dubai Marina,25.0852,55.1177,1,764,0,4,14,7250,Grace Okafor,2026-06-16,active,0,206
1545,Studio with Full Amenities - Jumeirah Lake Towers,"Built-in wardrobes throughout. Landlord maintained, no agency fees. Pet friendly building. Covered parking included.",Studio,Jumeirah Lake Towers,25.08137,55.1528,0,495,0,2,7,4250,Sofia Marchetti,2026-06-07,active,0,1545
1640,"Upgraded Studio in Mirdif, Motivated Seller","Landlord maintained, no agency fees. Close to metro station and community mall. Built-in wardrobes throughout.",Studio,Mirdif,25.22319,55.42914,0,478,0,17,34,1750,Omar Farouk,2026-04-01,active,0,1640
1783,3BR Apartment with Full Amenities - Dubai Sports City,Balcony with community view. Recently renovated kitchen and bathrooms. Pet friendly building. Built-in wardrobes throughout.,3BR Apartment,Dubai Sports City,25.06391,55.20318,3,2058,0,4,32,10250,Yusuf Karimi,2026-05-31,active,0,1783
1271,1BR Apartment with Full Amenities - Mirdif,Pet friendly building. Close to metro station and community mall.,1BR Apartment,Mirdif,25.20198,55.42176,1,911,1,0,13,5500,Anjali Menon,2026-02-09,active,0,1271
645,"Upgraded Studio in Mirdif, Motivated Seller",Shared pool and gym access. Covered parking included. Available for immediate move-in.,Studio,Mirdif,25.2388,55.3979,0,512,1,17,13,2750,Elena Popescu,2026-02-11,active,0,645
2150,Chiller Free Villa in Jumeirah Lake Towers,Close to metro station and community mall. Balcony with community view. Shared pool and gym access. Pet friendly building.,Villa,Jumeirah Lake Towers,25.06339,55.14289,4,3596,1,3,0,28750,Michael Costa,2026-06-20,active,0,2150
965,Spacious Townhouse in Mirdif | Ready to Move,Close to metro station and community mall. Near international schools.,Townhouse,Mirdif,25.2407,55.40791,4,2165,1,20,0,10000,Hassan Ali,2026-07-22,active,0,965
2620,"URGENT SALE Upgraded 3BR Apartment in Palm Jumeirah, Motivated Seller",Available for immediate move-in. Covered parking included.,3BR Apartment,Palm Jumeirah,25.12787,55.15257,3,1745,0,3,35,13911,Layla Haddad,2026-05-16,active,1,2620
1527,Chiller Free Villa in Discovery Gardens,"Shared pool and gym access. Balcony with community view. Landlord maintained, no agency fees.",Villa,Discovery Gardens,25.05931,55.13881,5,2995,0,7,0,15500,Daniel Reyes,2026-08-10,active,0,1527
88,Spacious Villa in Business Bay | Ready to Move,Pet friendly building. Close to metro station and community mall. Shared pool and gym access.,Villa,Business Bay,25.21125,55.25078,4,3150,0,11,0,20000,Sofia Marchetti,2026-05-10,active,0,88
1712,Stunning Studio | Dubai Sports City | Vacant Soon,"Covered parking included. Close to metro station and community mall. Built-in wardrobes throughout. Landlord maintained, no agency fees.",Studio,Dubai Sports City,25.0351,55.21376,0,542,1,21,1,2500,Hassan Ali,2026-02-13,active,0,1712
740,Exclusive Townhouse in Dubai Sports City | High Floor,"Landlord maintained, no agency fees. Pet friendly building. Balcony with community view.",Townhouse,Dubai Sports City,25.05813,55.20291,4,2557,0,7,0,10500,Noor Abdullah,2026-01-24,active,0,740
2623,URGENT SALE 2BR Apartment with Full Amenities - Discovery Gardens,Recently renovated kitchen and bathrooms. Built-in wardrobes throughout.,2BR Apartment,Discovery Gardens,25.05206,55.13803,3,962,0,18,8,2174,Sofia Marchetti,2026-02-23,active,1,2623
781,Chiller Free 3BR Apartment in Downtown Dubai,Available for immediate move-in. Close to metro station and community mall.,3BR Apartment,Downtown Dubai,25.17618,55.29811,4,1602,0,15,39,18750,Layla Haddad,2026-08-09,active,0,781
1575,2BR Apartment for Rent in Arabian Ranches - Prime Location,"Shared pool and gym access. Landlord maintained, no agency fees. Close to metro station and community mall. Recently renovated kitchen and bathrooms.",2BR Apartment,Arabian Ranches,25.06557,55.2909,3,1232,1,21,38,9250,Elena Popescu,2026-04-03,active,0,1575
69,Spacious 3BR Apartment in Mirdif | Ready to Move,Near international schools. Close to metro station and community mall. Balcony with community view. Pet friendly building.,3BR Apartment,Mirdif,25.22693,55.41155,4,1629,0,11,36,7250,Sofia Marchetti,2026-08-05,active,0,69
1611,Exclusive Studio in Business Bay | High Floor,"Landlord maintained, no agency fees. Balcony with community view.",Studio,Business Bay,25.1892,55.2617,0,443,0,15,3,3750,Anjali Menon,2026-05-24,active,0,1611
1077,1BR Apartment for Rent in Discovery Gardens - Prime Location,Shared pool and gym access. Available for immediate move-in.,1BR Apartment,Discovery Gardens,25.05511,55.15411,2,683,1,10,30,3750,Chen Wei,2026-05-27,active,0,1077
1483,"Upgraded 1BR Apartment in Dubai Marina, Motivated Seller",Balcony with community view. Built-in wardrobes throughout.,1BR Apartment,Dubai Marina,25.08065,55.13793,2,843,0,16,16,7000,Fatima Al-Suwaidi,2026-08-29,active,0,1483
1362,Best Deal! 2BR Apartment in Jumeirah Lake Towers,Recently renovated kitchen and bathrooms. Near international schools.,2BR Apartment,Jumeirah Lake Towers,25.09056,55.1312,2,1299,1,17,26,9000,Grace Okafor,2026-05-01,active,0,1362
1877,Best Deal! Villa in Jumeirah Lake Towers,"Landlord maintained, no agency fees. Pet friendly building. Near international schools. Close to metro station and community mall.",Villa,Jumeirah Lake Towers,25.06108,55.12473,4,4414,0,1,0,31000,Yusuf Karimi,2026-08-20,active,0,1877
1345,Stunning 3BR Apartment | Dubai Marina | Vacant Soon,"Available for immediate move-in. Covered parking included. Landlord maintained, no agency fees.",3BR Apartment,Dubai Marina,25.06925,55.15062,4,1797,0,19,3,16750,Priya Nair,2026-07-19,active,0,1345
